regionno,regionname,year,gdpcap,sec.agriculture,sec.energy,sec.industry,sec.construction,sec.services.venta,sec.services.nonventa,school.illit,school.prim,school.med,school.high,school.post.high,popdens,invest
1,Spain (Espana),1955,2.35454163800577,,,,,,,,,,,,,
1,Spain (Espana),1956,2.48014858129262,,,,,,,,,,,,,
1,Spain (Espana),1957,2.60361314875437,,,,,,,,,,,,,
1,Spain (Espana),1958,2.63710359749335,,,,,,,,,,,,,
1,Spain (Espana),1959,2.66988013887773,,,,,,,,,,,,,
1,Spain (Espana),1960,2.86996575022929,,,,,,,,,,,,,
1,Spain (Espana),1961,3.04748635399651,19.5400009155273,4.71000003814697,26.420000076294,6.26999998092651,36.6199989318848,6.44000005722046,,,,,,,
1,Spain (Espana),1962,3.27327916772663,,,,,,,,,,,,,
1,Spain (Espana),1963,3.49350193506375,19.0499992370605,4.30999994277954,26.0499992370606,6.82999992370606,38,5.76999998092651,,,,,,,
1,Spain (Espana),1964,3.600114279221,,,,,,,2863.2783203125,18679.095703125,1064.24572753906,359.745727539063,212.143417358398,,18.3601837158203
1,Spain (Espana),1965,3.7007998412284,16.1599998474121,4.30999994277954,27.0100002288818,7.6399998664856,38.4000015258789,6.48000001907349,2826.32153320313,18805.349609375,1129.03112792969,377.947143554688,218,,20.5730609893799
1,Spain (Espana),1966,3.82347902343192,,,,,,,2789.84204101563,18959.24609375,1201.23583984375,398.725372314453,224.335403442383,,22.2630004882813
1,Spain (Espana),1967,3.93966025401783,14.1199998855591,4.1399998664856,26.7399997711182,7.67000007629395,39.5699996948242,7.76000022888184,2753.83325195313,19178.095703125,1285.103515625,422.267883300781,231.975006103516,,22.634765625
1,Spain (Espana),1968,4.17373600567249,,,,,,,2718.2890625,19319.001953125,1487.38073730469,447.321075439453,236.050003051758,,23.1126155853272
1,Spain (Espana),1969,4.41052573846089,12.8100004196167,4.13000011444092,26.7700004577637,7.84000015258789,40.060001373291,8.39000034332275,2683.20385742188,19459.55859375,1696.14685058594,474.941162109375,252.25,66.3399963378906,23.8235015869141
1,Spain (Espana),1970,4.59168822858648,,,,,,,,,,,,,23.4512672424316
1,Spain (Espana),1971,4.76906587654643,,,,,,,,,,,,,21.7007255554199
1,Spain (Espana),1972,5.07426432152198,,,,,,,,,,,,,23.0834999084473
1,Spain (Espana),1973,5.3735362022681,,,,,,,,,,,,,24.4110679626465
1,Spain (Espana),1974,5.50678365402854,,,,,,,,,,,,,25.0546245574951
1,Spain (Espana),1975,5.63260481310585,,,,,,,,,,,,,23.1503295898438
1,Spain (Espana),1976,5.69744355267915,,,,,,,,,,,,,22.437141418457
1,Spain (Espana),1977,5.75949726905594,,,,,,,,,,,,,21.7354965209961
1,Spain (Espana),1978,5.71665236759921,,,,,,,,,,,,,21.0691146850586
1,Spain (Espana),1979,5.68723223679953,,,,,,,,,,,,,20.0666217803955
1,Spain (Espana),1980,5.71079684543256,,,,,,,,,,,,,19.9076251983643
1,Spain (Espana),1981,5.75992570063687,,,,,,,,,,,,,19.1218509674072
1,Spain (Espana),1982,5.82526434969473,,,,,,,,,,,,,19.204309463501
1,Spain (Espana),1983,5.89353054191548,,,,,,,,,,,,,18.4446907043457
1,Spain (Espana),1984,6.00421320401202,,,,,,,,,,,,,16.7821617126465
1,Spain (Espana),1985,6.11639515872139,,,,,,,,,,,,,17.4106369018555
1,Spain (Espana),1986,6.49650113918345,,,,,,,,,,,,,17.9601345062256
1,Spain (Espana),1987,6.87817745432109,,,,,,,,,,,,,19.2979774475098
1,Spain (Espana),1988,7.24293050409147,,,,,,,,,,,,,20.8252849578857
1,Spain (Espana),1989,7.60854041702371,,,,,,,,,,,,,22.4756412506104
1,Spain (Espana),1990,7.79491556402412,,,,,,,,,,,,,23.3564167022705
1,Spain (Espana),1991,7.97843508160615,,,,,,,,,,,,,23.1464080810547
1,Spain (Espana),1992,7.83490396438071,,,,,,,,,,,,,22.4360275268555
1,Spain (Espana),1993,7.69208762619163,,,,,,,,,,,,,20.3748607635498
1,Spain (Espana),1994,7.88988877759256,,,,,,,,,,,,,20.2575531005859
1,Spain (Espana),1995,8.09482987422121,,,,,,,,,,,,,21.206729888916
1,Spain (Espana),1996,8.32404992267834,,,,,,,,,,,,,
1,Spain (Espana),1997,8.67037954278688,,,,,,,,,,,,,
2,Andalucia,1955,1.68873183014256,,,,,,,,,,,,,
2,Andalucia,1956,1.75849753289657,,,,,,,,,,,,,
2,Andalucia,1957,1.82762069723941,,,,,,,,,,,,,
2,Andalucia,1958,1.85275629430933,,,,,,,,,,,,,
2,Andalucia,1959,1.87803484718652,,,,,,,,,,,,,
2,Andalucia,1960,2.01013996001143,,,,,,,,,,,,,
2,Andalucia,1961,2.12917747377702,27.7199993133545,2.77999997138977,18.4500007629395,6.96999979019165,36.6300010681152,7.44999980926514,,,,,,,
2,Andalucia,1962,2.28034844571473,,,,,,,,,,,,,
2,Andalucia,1963,2.43101972608831,27.1299991607666,2.54999995231628,18.1000003814697,7.73000001907349,37.6699981689453,6.82000017166138,,,,,,,
2,Andalucia,1964,2.50885458681727,,,,,,,924.403015136719,3028.12719726563,129.512100219727,48.9593620300293,24.9379730224609,,17.4014949798584
2,Andalucia,1965,2.58469002752841,24.5200004577637,2.65000009536743,18.1800003051758,8.55000019073486,38.3199996948242,7.78000020980835,899.348999023438,3036.81640625,136.179748535156,51.7772178649902,25.7527732849121,,18.3089637756348
2,Andalucia,1966,2.69444434855945,,,,,,,874.787658691406,3049.4423828125,143.5947265625,54.9832267761231,26.6312026977539,,18.4299926757813
2,Andalucia,1967,2.80234220537994,21.8700008392334,2.65000009536743,18.2199993133545,8.53999996185303,39.0800018310547,9.64999961853027,850.710571289063,3072.63598632813,152.235733032227,58.6103782653809,27.6725540161133,,19.1156578063965
2,Andalucia,1968,2.98736079765435,,,,,,,827.109252929688,3086.955078125,174.595489501953,62.4910278320313,28.2954711914063,,20.6084861755371
2,Andalucia,1969,3.17909177525729,19.7299995422363,3.24000000953674,18.4300003051758,8.85999965667725,39.2299995422363,10.5200004577637,803.975463867188,3100.572265625,197.274108886719,66.7777633666992,30.3835697174072,68.5100021362305,22.0555896759033
2,Andalucia,1970,3.35432726531259,,,,,,,,,,,,,23.3137626647949
2,Andalucia,1971,3.52292206586344,,,,,,,,,,,,,22.3175086975098
2,Andalucia,1972,3.75621265018031,,,,,,,,,,,,,22.1272926330566
2,Andalucia,1973,3.98771781234937,,,,,,,,,,,,,21.8019485473633
2,Andalucia,1974,4.05184220872719,,,,,,,,,,,,,23.6468963623047
2,Andalucia,1975,4.11218219878026,,,,,,,,,,,,,22.7574157714844
2,Andalucia,1976,4.22179356400403,,,,,,,,,,,,,21.5302619934082
2,Andalucia,1977,4.33169084084235,,,,,,,,,,,,,18.8983554840088
2,Andalucia,1978,4.30519868904643,,,,,,,,,,,,,19.8129272460938
2,Andalucia,1979,4.2269351788161,,,,,,,,,,,,,19.6916809082031
2,Andalucia,1980,4.21151120606166,,,,,,,,,,,,,20.9232215881348
2,Andalucia,1981,4.20701245654143,,,,,,,,,,,,,21.8307266235352
2,Andalucia,1982,4.24907153689906,,,,,,,,,,,,,22.1853771209717
2,Andalucia,1983,4.29163096258212,,,,,,,,,,,,,21.1268634796143
2,Andalucia,1984,4.35868333796371,,,,,,,,,,,,,19.9248065948486
2,Andalucia,1985,4.42659257650716,,,,,,,,,,,,,20.382495880127
2,Andalucia,1986,4.66323891764741,,,,,,,,,,,,,19.3726501464844
2,Andalucia,1987,4.90067107988677,,,,,,,,,,,,,20.4932041168213
2,Andalucia,1988,5.15959717075813,,,,,,,,,,,,,23.3585662841797
2,Andalucia,1989,5.41773787637126,,,,,,,,,,,,,25.7622928619385
2,Andalucia,1990,5.5852611621289,,,,,,,,,,,,,28.3183250427246
2,Andalucia,1991,5.74921447527269,,,,,,,,,,,,,26.49245262146
2,Andalucia,1992,5.64124535846901,,,,,,,,,,,,,24.3187294006348
2,Andalucia,1993,5.53491849008542,,,,,,,,,,,,,21.1836738586426
2,Andalucia,1994,5.63881728894981,,,,,,,,,,,,,20.2683906555176
2,Andalucia,1995,5.72072268553851,,,,,,,,,,,,,22.1725749969482
2,Andalucia,1996,5.99592961232617,,,,,,,,,,,,,
2,Andalucia,1997,6.30098553733532,,,,,,,,,,,,,
3,Aragon,1955,2.28877455736698,,,,,,,,,,,,,
3,Aragon,1956,2.44515862202038,,,,,,,,,,,,,
3,Aragon,1957,2.60339893296391,,,,,,,,,,,,,
3,Aragon,1958,2.63903175752798,,,,,,,,,,,,,
3,Aragon,1959,2.67709221577038,,,,,,,,,,,,,
3,Aragon,1960,2.8814623608517,,,,,,,,,,,,,
3,Aragon,1961,3.09954297028416,25.0699996948242,6.90999984741211,21.6599998474121,6.80000019073486,32.8499984741211,6.71000003814697,,,,,,,
3,Aragon,1962,3.35918318643055,,,,,,,,,,,,,
3,Aragon,1963,3.61418169724945,25.3400001525879,6.07999992370606,21.7299995422363,7.53000020980835,33.3499984741211,5.96000003814697,,,,,,,
3,Aragon,1964,3.68009129785463,,,,,,,77.6694641113281,722.28515625,36.2118072509766,14.2490568161011,8.3411340713501,,21.2724781036377
3,Aragon,1965,3.74528699110522,21.0200004577637,6.26999998092651,23.6000003814697,8.28999996185303,34.2299995422363,6.59999990463257,75.8038024902344,723.77685546875,38.2993583679199,14.8717565536499,8.45247268676758,,22.7678966522217
3,Aragon,1966,3.88331910400042,,,,,,,73.9733581542969,726.22314453125,40.6244239807129,15.5857191085815,8.57572555541992,,21.4764251708984
3,Aragon,1967,4.01613812417992,18.4799995422363,6.07999992370606,23.3799991607666,8.43000030517578,35.7099990844727,7.92999982833862,72.1775436401367,730.974853515625,43.3277626037598,16.3962135314941,8.74120998382568,,19.729175567627
3,Aragon,1968,4.24364488215421,,,,,,,70.4157562255859,733.101989746094,49.9937248229981,17.2527370452881,8.76598262786865,,20.5848808288574
3,Aragon,1969,4.47622090535517,18.7199993133545,6.05000019073486,23.5300006866455,8.10999965667725,35.310001373291,8.27999973297119,68.6874313354492,735.111572265625,56.8352546691895,18.1945724487305,9.22996997833252,24.0400009155273,23.6340599060059
3,Aragon,1970,4.59625802016946,,,,,,,,,,,,,24.9269580841064
3,Aragon,1971,4.72372186350775,,,,,,,,,,,,,22.1613140106201
3,Aragon,1972,5.00128538191097,,,,,,,,,,,,,21.9001197814941
3,Aragon,1973,5.28349060564169,,,,,,,,,,,,,22.707145690918
3,Aragon,1974,5.44237378187705,,,,,,,,,,,,,25.394905090332
3,Aragon,1975,5.60097104649788,,,,,,,,,,,,,25.4223594665527
3,Aragon,1976,5.73657508987388,,,,,,,,,,,,,26.0618801116943
3,Aragon,1977,5.86639552482773,,,,,,,,,,,,,22.859992980957
3,Aragon,1978,5.92502135271619,,,,,,,,,,,,,21.286657333374
3,Aragon,1979,5.95279923509578,,,,,,,,,,,,,20.492244720459
3,Aragon,1980,5.97472159530871,,,,,,,,,,,,,20.7298030853271
3,Aragon,1981,6.01113958721057,,,,,,,,,,,,,20.8206253051758
3,Aragon,1982,6.13360477154407,,,,,,,,,,,,,26.4890670776367
3,Aragon,1983,6.26085418117145,,,,,,,,,,,,,17.5623760223389
3,Aragon,1984,6.37289361591443,,,,,,,,,,,,,18.1013278961182
3,Aragon,1985,6.49550132021431,,,,,,,,,,,,,19.533239364624
3,Aragon,1986,6.92652092426717,,,,,,,,,,,,,18.3258762359619
3,Aragon,1987,7.3586118251928,,,,,,,,,,,,,19.5995044708252
3,Aragon,1988,7.80277028828817,,,,,,,,,,,,,20.0823040008545
3,Aragon,1989,8.24264530725596,,,,,,,,,,,,,22.157751083374
3,Aragon,1990,8.45829762924879,,,,,,,,,,,,,22.2104244232178
3,Aragon,1991,8.6682378207231,,,,,,,,,,,,,22.0179557800293
3,Aragon,1992,8.46686626086743,,,,,,,,,,,,,22.8654041290283
3,Aragon,1993,8.25692694107487,,,,,,,,,,,,,21.5592422485352
3,Aragon,1994,8.57397851450925,,,,,,,,,,,,,21.9211864471436
3,Aragon,1995,8.84675824345946,,,,,,,,,,,,,20.6667442321777
3,Aragon,1996,9.09668683529036,,,,,,,,,,,,,
3,Aragon,1997,9.51870894030277,,,,,,,,,,,,,
4,Principado De Asturias,1955,2.50292780466742,,,,,,,,,,,,,
4,Principado De Asturias,1956,2.61553840887816,,,,,,,,,,,,,
4,Principado De Asturias,1957,2.72579263939377,,,,,,,,,,,,,
4,Principado De Asturias,1958,2.75185657752919,,,,,,,,,,,,,
4,Principado De Asturias,1959,2.77742082410048,,,,,,,,,,,,,
4,Principado De Asturias,1960,2.96729511957242,,,,,,,,,,,,,
4,Principado De Asturias,1961,3.14388738227415,14.1199998855591,21.3600006103516,22.0799999237061,9.02999973297119,28.4599990844727,4.94999980926514,,,,,,,
4,Principado De Asturias,1962,3.37353608023266,,,,,,,,,,,,,
4,Principado De Asturias,1963,3.59725799604131,15.1700000762939,19.0400009155273,22.3600006103516,8.96000003814697,29.7099990844727,4.76999998092651,,,,,,,
4,Principado De Asturias,1964,3.67259352726788,,,,,,,29.012674331665,668.60009765625,37.5539970397949,12.8383855819702,5.93828773498535,,21.048454284668
4,Principado De Asturias,1965,3.74335883107059,12.1000003814697,18.4699993133545,24.4099998474121,9.5600004196167,30.0300006866455,5.42999982833862,30.0442886352539,668.96533203125,39.8879127502441,13.5026836395264,6.10620307922363,,22.6595020294189
4,Principado De Asturias,1966,3.9093828242154,,,,,,,31.0444412231445,670.01220703125,42.4897613525391,14.2605600357056,6.28775262832642,,22.340934753418
4,Principado De Asturias,1967,4.07312213948916,10.5600004196167,18.3099994659424,24.7999992370606,8.68000030517578,31.170000076294,6.48000001907349,32.0137672424316,672.922668457031,45.5107574462891,15.1190309524536,6.50611162185669,,21.4814567565918
4,Principado De Asturias,1968,4.30862614169389,,,,,,,32.9529037475586,672.704772949219,52.7372436523438,16.0334854125977,6.62471008300781,,23.0380535125732
4,Principado De Asturias,1969,4.54970019029161,9.85999965667725,16.0599994659424,26.9799995422363,8.80000019073486,31.3899993896484,6.90999984741211,33.8624610900879,672.251281738281,60.2112197875977,17.0420017242432,7.08396434783936,98.7399978637695,26.0494537353516
4,Principado De Asturias,1970,4.63160515103944,,,,,,,,,,,,,23.9371795654297
4,Principado De Asturias,1971,4.69965734539016,,,,,,,,,,,,,21.7478637695313
4,Principado De Asturias,1972,5.02256487683207,,,,,,,,,,,,,21.0096817016602
4,Principado De Asturias,1973,5.34561536408125,,,,,,,,,,,,,22.8314018249512
4,Principado De Asturias,1974,5.50249933821922,,,,,,,,,,,,,24.3478260040283
4,Principado De Asturias,1975,5.65195658383319,,,,,,,,,,,,,23.0620956420898
4,Principado De Asturias,1976,5.59225945907196,,,,,,,,,,,,,20.9734210968018
4,Principado De Asturias,1977,5.53870333225105,,,,,,,,,,,,,22.2392463684082
4,Principado De Asturias,1978,5.61461025086582,,,,,,,,,,,,,19.3666744232178
4,Principado De Asturias,1979,5.70429889381494,,,,,,,,,,,,,18.1282520294189
4,Principado De Asturias,1980,5.79698655783058,,,,,,,,,,,,,16.1302757263184
4,Principado De Asturias,1981,5.93566110017674,,,,,,,,,,,,,15.4835338592529
4,Principado De Asturias,1982,5.84975729939325,,,,,,,,,,,,,17.848123550415
4,Principado De Asturias,1983,5.76906615548459,,,,,,,,,,,,,17.3350830078125
4,Principado De Asturias,1984,5.88731806607153,,,,,,,,,,,,,15.7501068115234
4,Principado De Asturias,1985,6.01128254301784,,,,,,,,,,,,,16.3055534362793
4,Principado De Asturias,1986,6.23479002511559,,,,,,,,,,,,,19.2548580169678
4,Principado De Asturias,1987,6.4652958041564,,,,,,,,,,,,,21.5103187561035
4,Principado De Asturias,1988,6.68816042096232,,,,,,,,,,,,,21.1311721801758
4,Principado De Asturias,1989,6.91352458519106,,,,,,,,,,,,,20.3636207580566
4,Principado De Asturias,1990,6.98314755005824,,,,,,,,,,,,,22.2122764587402
4,Principado De Asturias,1991,7.04063103901118,,,,,,,,,,,,,23.6604309082031
4,Principado De Asturias,1992,6.92280756000518,,,,,,,,,,,,,20.5400199890137
4,Principado De Asturias,1993,6.79834317357429,,,,,,,,,,,,,18.5378379821777
4,Principado De Asturias,1994,6.95415585083949,,,,,,,,,,,,,18.6073780059814
4,Principado De Asturias,1995,7.11646691556319,,,,,,,,,,,,,18.4219799041748
4,Principado De Asturias,1996,7.21722373755378,,,,,,,,,,,,,
4,Principado De Asturias,1997,7.47572139684421,,,,,,,,,,,,,
5,Baleares (Islas),1955,3.14395886017778,,,,,,,,,,,,,
5,Baleares (Islas),1956,3.34775783579134,,,,,,,,,,,,,
5,Baleares (Islas),1957,3.54962865137026,,,,,,,,,,,,,
5,Baleares (Islas),1958,3.64267348698363,,,,,,,,,,,,,
5,Baleares (Islas),1959,3.73486167735558,,,,,,,,,,,,,
5,Baleares (Islas),1960,4.05884050567026,,,,,,,,,,,,,
5,Baleares (Islas),1961,4.36025410848017,16.3400001525879,2.14000010490417,22.1599998474121,7.05999994277954,45.3800010681152,6.92999982833862,,,,,,,
5,Baleares (Islas),1962,4.64617269647288,,,,,,,,,,,,,
5,Baleares (Islas),1963,4.91152526105823,15.8000001907349,1.94000005722046,20.0900001525879,8.14999961853027,48.2900009155274,5.73000001907349,,,,,,,
5,Baleares (Islas),1964,5.05069971288895,,,,,,,48.0786170959473,294.38134765625,14.7882413864136,5.30359840393066,3.35199999809265,,14.1790342330933
5,Baleares (Islas),1965,5.18466150784486,12.5100002288818,2.14000010490417,18.7900009155273,8.88000011444092,52.0999984741211,5.57999992370606,48.0171203613281,296.678833007813,16.258171081543,5.51208782196045,3.46646857261658,,19.0025005340576
5,Baleares (Islas),1966,5.46679525367194,,,,,,,47.9492034912109,299.291717529297,17.9040660858154,5.75198602676392,3.58977746963501,,26.2534103393555
5,Baleares (Islas),1967,5.73764638674664,11.0100002288818,2.11999988555908,16.5300006866455,8.60000038146973,54.7799987792969,6.96000003814697,47.8750381469727,302.806091308594,19.802547454834,6.02474308013916,3.7353618144989,,29.701530456543
5,Baleares (Islas),1968,6.16145369598642,,,,,,,47.7947998046875,304.936309814453,23.6700248718262,6.31135892868042,3.82472586631775,,30.7616958618164
5,Baleares (Islas),1969,6.58169103261233,9.98999977111816,2.03999996185303,13.7200002670288,8.77999973297119,58.2099990844727,7.26999998092651,47.7086563110352,306.787414550781,27.8481731414795,6.62585115432739,4.11259126663208,104.169998168945,26.7520999908447
5,Baleares (Islas),1970,6.88703243339515,,,,,,,,,,,,,26.4437465667725
5,Baleares (Islas),1971,7.16866626973767,,,,,,,,,,,,,23.7412166595459
5,Baleares (Islas),1972,7.5706937387309,,,,,,,,,,,,,23.8075218200684
5,Baleares (Islas),1973,7.95629785184144,,,,,,,,,,,,,23.1038875579834
5,Baleares (Islas),1974,7.97272207940589,,,,,,,,,,,,,23.3105583190918
5,Baleares (Islas),1975,7.97414989411508,,,,,,,,,,,,,22.3685703277588
5,Baleares (Islas),1976,8.03484683784544,,,,,,,,,,,,,19.8859233856201
5,Baleares (Islas),1977,8.0805482404023,,,,,,,,,,,,,18.0879421234131
5,Baleares (Islas),1978,8.04198765475489,,,,,,,,,,,,,17.650239944458
5,Baleares (Islas),1979,8.00485575549843,,,,,,,,,,,,,17.8388481140137
5,Baleares (Islas),1980,8.25978257049325,,,,,,,,,,,,,18.2605838775635
5,Baleares (Islas),1981,8.53113361305252,,,,,,,,,,,,,14.8526191711426
5,Baleares (Islas),1982,8.7225078548986,,,,,,,,,,,,,13.5585250854492
5,Baleares (Islas),1983,8.92530722946346,,,,,,,,,,,,,11.6211080551147
5,Baleares (Islas),1984,9.27592116538132,,,,,,,,,,,,,10.1354694366455
5,Baleares (Islas),1985,9.65224186783687,,,,,,,,,,,,,11.3290481567383
5,Baleares (Islas),1986,10.2577834904313,,,,,,,,,,,,,16.519567489624
5,Baleares (Islas),1987,10.8233358409874,,,,,,,,,,,,,21.2754974365234
5,Baleares (Islas),1988,11.1203945217661,,,,,,,,,,,,,25.1139583587647
5,Baleares (Islas),1989,11.4081689202081,,,,,,,,,,,,,24.8808898925781
5,Baleares (Islas),1990,11.5124246727498,,,,,,,,,,,,,23.360876083374
5,Baleares (Islas),1991,11.6795199627673,,,,,,,,,,,,,20.8074073791504
5,Baleares (Islas),1992,11.3196226161945,,,,,,,,,,,,,18.028039932251
5,Baleares (Islas),1993,10.9697225876312,,,,,,,,,,,,,14.9990978240967
5,Baleares (Islas),1994,11.4195940529268,,,,,,,,,,,,,17.0898628234863
5,Baleares (Islas),1995,11.7737792689812,,,,,,,,,,,,,17.896915435791
5,Baleares (Islas),1996,11.9265920534981,,,,,,,,,,,,,
5,Baleares (Islas),1997,12.3500428449015,,,,,,,,,,,,,
6,Canarias,1955,1.91438157910519,,,,,,,,,,,,,
6,Canarias,1956,2.07183672271092,,,,,,,,,,,,,
6,Canarias,1957,2.22607819361879,,,,,,,,,,,,,
6,Canarias,1958,2.22086553674397,,,,,,,,,,,,,
6,Canarias,1959,2.21343902614041,,,,,,,,,,,,,
6,Canarias,1960,2.35768361487957,,,,,,,,,,,,,
6,Canarias,1961,2.44572979148815,26.2099990844727,9.53999996185303,9.78999996185303,6.17999982833862,40.2299995422363,8.0600004196167,,,,,,,
6,Canarias,1962,2.64824325443846,,,,,,,,,,,,,
6,Canarias,1963,2.84475867525573,23.9099998474121,8.42000007629395,9.85000038146973,6.80999994277954,43.9900016784668,7.01999998092651,,,,,,,
6,Canarias,1964,2.95115680362251,,,,,,,134.977569580078,505.942596435547,33.2646560668945,10.2709188461304,5.27583169937134,,17.0259399414063
6,Canarias,1965,3.05419873932504,19.4300003051758,8,10.0500001907349,8.68000030517578,46.1500015258789,7.69999980926514,132.246612548828,512.223693847656,36.6822166442871,10.8871955871582,5.47498607635498,,20.9989643096924
6,Canarias,1966,3.2317908209959,,,,,,,129.563690185547,518.962585449219,40.5098114013672,11.587664604187,5.68915796279907,,26.6728916168213
6,Canarias,1967,3.40338464261327,16.1800003051758,6.92000007629395,9.82999992370605,10.3999996185303,47.0900001525879,9.59000015258789,126.92797088623,527.237548828125,44.9232215881348,12.3797988891602,5.93983459472656,,30.120325088501
6,Canarias,1968,3.66031153138724,,,,,,,124.338722229004,532.043151855469,53.8288078308106,13.2286462783813,6.10211324691773,,32.1504631042481
6,Canarias,1969,3.91288219060737,13.9899997711182,6.21000003814697,9.5600004196167,11.2799997329712,48.9300003051758,10.039999961853,121.79515838623,536.16015625,63.4762229919434,14.1668691635132,6.5828104019165,148.25,28.7568988800049
6,Canarias,1970,4.22493554087783,,,,,,,,,,,,,23.9603977203369
6,Canarias,1971,4.49357347398511,,,,,,,,,,,,,23.4238739013672
6,Canarias,1972,4.78191925981528,,,,,,,,,,,,,27.6821231842041
6,Canarias,1973,5.05491298663552,,,,,,,,,,,,,26.5648536682129
6,Canarias,1974,4.967794933172,,,,,,,,,,,,,23.0051422119141
6,Canarias,1975,4.88153374287034,,,,,,,,,,,,,20.5993461608887
6,Canarias,1976,4.94844316244466,,,,,,,,,,,,,18.8343353271484
6,Canarias,1977,5.00792628933586,,,,,,,,,,,,,20.2992210388184
6,Canarias,1978,5.04091682859027,,,,,,,,,,,,,19.8448696136475
6,Canarias,1979,5.23350488727551,,,,,,,,,,,,,18.7241382598877
6,Canarias,1980,5.43708921125772,,,,,,,,,,,,,18.553279876709
6,Canarias,1981,5.65824053758078,,,,,,,,,,,,,16.641674041748
6,Canarias,1982,5.68730371470317,,,,,,,,,,,,,16.3411331176758
6,Canarias,1983,5.71986582237664,,,,,,,,,,,,,14.9887752532959
6,Canarias,1984,5.80134235154353,,,,,,,,,,,,,15.7615900039673
6,Canarias,1985,5.88560390390692,,,,,,,,,,,,,19.1585693359375
6,Canarias,1986,6.25678386323216,,,,,,,,,,,,,19.6497135162354
6,Canarias,1987,6.61268193392848,,,,,,,,,,,,,20.7193813323975
6,Canarias,1988,6.97700655211792,,,,,,,,,,,,,24.3144397735596
6,Canarias,1989,7.33790328181904,,,,,,,,,,,,,25.8593711853027
6,Canarias,1990,7.34504409872849,,,,,,,,,,,,,25.5112228393555
6,Canarias,1991,7.34718669247403,,,,,,,,,,,,,22.8962173461914
6,Canarias,1992,7.22007980281304,,,,,,,,,,,,,20.1320972442627
6,Canarias,1993,7.09218796373469,,,,,,,,,,,,,17.6260604858398
6,Canarias,1994,7.41074013730452,,,,,,,,,,,,,19.9668464660645
6,Canarias,1995,7.61639514128776,,,,,,,,,,,,,19.6725215911865
6,Canarias,1996,7.81705192210708,,,,,,,,,,,,,
6,Canarias,1997,8.06055447606487,,,,,,,,,,,,,
7,Cantabria,1955,2.55941169257165,,,,,,,,,,,,,
7,Cantabria,1956,2.69387317909169,,,,,,,,,,,,,
7,Cantabria,1957,2.8203369855404,,,,,,,,,,,,,
7,Cantabria,1958,2.87903450925294,,,,,,,,,,,,,
7,Cantabria,1959,2.94373029301896,,,,,,,,,,,,,
7,Cantabria,1960,3.1370322590588,,,,,,,,,,,,,
7,Cantabria,1961,3.32762067980577,16.7099990844727,3.1800000667572,37.9199981689453,5.61999988555908,31.6800003051758,4.90000009536743,,,,,,,
7,Cantabria,1962,3.55534143565008,,,,,,,,,,,,,
